Sr.,Station,day,month,year,CO,NO2,SO2,Temperature,Humudity,Noise,O3,Uray,AQI,PM2_5,PM10
13051,35,9,8,2022,1.75,71.55,1.13,34,53,110,16.12,6,220,96.06,196.03
13052,35,10,8,2022,1.75,71.55,2.16,34,51,112,23.56,4,124,64.92,135.65
13053,35,11,8,2022,0.85,37.3,2.48,32,49,117,16.12,7,118,43.99,126.64
13054,35,12,8,2022,0.78,36.69,2.56,30,47,110,16.75,6,181,59.3,122.26
13055,35,13,8,2022,0.77,45.97,2.19,33,46,110,28.33,5,155,76.61,149.63
13056,35,14,8,2022,0.77,45.97,2.04,33,48,110,28.33,4,155,76.61,149.63
13057,35,15,8,2022,1.13,72.37,2.03,34,45,110,17,6,142,66.71,122.14
13058,35,16,8,2022,1.13,47.2,1.54,31,78,168,31.55,6,94,56.84,70.59
13059,35,17,8,2022,0.75,34.4,1.79,29,54,112,38.2,4,70,42.2,51.56
13060,35,18,8,2022,1.02,47.3,1.65,29,61,110,32.12,5,97.12,54.12,71.52
13061,35,19,8,2022,1.02,47.3,2.56,32,58,110,35.52,8,98.12,55.12,75.85
13062,35,20,8,2022,0.2,24.59,2.68,32,54,110,20.32,7,66,20.75,36.36
13063,35,21,8,2022,0.65,24.59,2.46,32,56,112,20.32,6,66,20.75,36.36
13064,35,22,8,2022,0.55,31.99,2.79,32,59,110,41.64,4,72,43.45,55.12
13065,35,23,8,2022,0.79,65.22,2.12,33,57,110,70.3,5,80.2,10.6,12.5
13066,35,24,8,2022,0.99,46.95,2.68,32,49,112,36.02,6,78,46.55,65.26
13067,35,25,8,2022,1.62,50.38,2.68,29,48,110,25.36,6,81,33.89,75.66
13068,35,26,8,2022,1.46,82.8,2.46,31,48,110,34.94,7,152,75.48,91.17
13069,35,27,8,2022,1.13,47.2,2.79,33,49,112,31.55,8,94,56.84,70.59
13070,35,28,8,2022,0.75,34.4,2.12,33,50,117,38.2,4,70,42.2,51.56
13071,35,29,8,2022,1.02,47.3,1.86,34,52,110,32.12,5,97.12,54.12,71.52
13072,35,30,8,2022,1.02,47.3,2.06,33,53,112,35.52,7,98.12,55.12,75.85
13073,35,31,8,2022,0.2,24.59,2.91,33,55,110,20.32,4,66,20.75,36.36
13074,35,1,9,2022,0.65,24.59,1.59,34,47,110,20.32,2,66,20.75,36.36
13075,35,2,9,2022,0.55,31.99,1.86,33,46,112,41.64,5,72,43.45,55.12
13076,35,3,9,2022,0.79,65.22,2.06,35,49,120,70.3,4,80.2,10.6,12.5
13077,35,4,9,2022,0.99,46.95,2.91,35,51,125,36.02,5,78,46.55,65.26
13078,35,5,9,2022,1.75,83.89,1.65,31,59,127,21.97,4,155,57.06,68
13079,35,6,9,2022,1.75,89.68,1.03,34,54,139,48.69,6,106,76.49,82.02
13080,35,7,9,2022,1.23,84.89,1.78,36,51,116,7.85,8,101,75.78,86.43
13081,35,8,9,2022,1.93,86.63,1.69,37,56,168,37.01,6,101.2,68.39,14.5
13082,35,9,9,2022,1.38,79.64,0.89,38,57,112,18.34,7,126,26.54,48.41
13083,35,10,9,2022,1.75,82.37,2.51,38,53,110,23.32,8,143,100.66,35.61
13084,35,11,9,2022,1.75,36.51,2.45,38,63,116,26.9,7,125,20.15,59.75
13085,35,12,9,2022,1.75,63.72,1.24,36,67,118,26.66,6,143,29.32,114.99
13086,35,13,9,2022,1.75,53.52,1.31,33,65,116,27.14,4,147,45.51,89.36
13087,35,14,9,2022,0.85,53.52,1.67,34,65,123,22.32,5,148,42.64,89.36
13088,35,15,9,2022,0.78,35.2,1.54,32,68,116,12.32,8,156,30.2,119.71
13089,35,16,9,2022,2.55,40.36,2.49,31,51,110,39.65,6,107,42.64,42.2
13090,35,17,9,2022,3.21,65.96,2.16,32,49,120,35.65,7,115,30.2,94.2
13091,35,18,9,2022,2.72,33.35,2.91,34,47,117,20.28,8,109,25.2,35.56
13092,35,19,9,2022,1.56,26.52,1.35,34,49,120,22.52,4,89.52,30.56,94.2
13093,35,20,9,2022,0.92,33.35,1.24,34,51,125,20.28,6,110.2,26.2,0.49
13094,35,21,9,2022,0.92,33.35,1.69,33,46,110,35.65,5,103,0.46,21.71
13095,35,22,9,2022,1.26,14.13,1.75,33,48,112,10.25,6,63,21.61,28.61
13096,35,23,9,2022,1.09,19.79,1.58,33,49,117,22.41,8,54,22.34,49.35
13097,35,24,9,2022,1.37,15.54,1.39,33,51,112,35.25,7,68,51.26,30.5
13098,35,25,9,2022,1.37,15.54,1.27,35,52,110,40.57,9,68,20.47,19.22
13099,35,26,9,2022,2.22,33.35,2.65,33,53,92,20.27,6,103,28.14,29.65
13100,35,27,9,2022,0.38,81.67,1.79,35,51,89,87.79,6,102,25.41,22.11
13101,35,28,9,2022,1.16,58.2,1.65,35,49,96,68.2,5,220,198.2,98.28
13102,35,29,9,2022,0.65,35.56,2.56,35,47,108,45.56,3,79,35.54,52.56
13103,35,30,9,2022,0.93,56.52,2.27,35,53,117,64.12,2,210.12,180.12,97.12
13104,35,1,10,2022,0.93,42.12,2.38,35,49,117,63.12,7,209.12,155.45,96.12
13105,35,2,10,2022,0.9,41.26,2.07,35,46,110,65.1,6,210,150.2,95.1
13106,35,3,10,2022,0.45,19.89,2.83,35,44,110,25.68,4,59,17.07,59.09
13107,35,4,10,2022,0.9,41.26,2.36,35,47,110,65.1,5,210,150.2,95.1
13108,35,5,10,2022,0.78,21.23,1.65,36,48,110,18.9,8,123.6,62.5,134.2
13109,35,6,10,2022,0.65,35.56,1.03,37,46,110,45.56,6,79,35.54,52.56
13110,35,7,10,2022,1.26,42.21,2.56,34,66,110,34.56,5,89.67,52.95,66.51
13111,35,8,10,2022,1.38,39.52,1.65,32,57,110,70.12,6,78,46.52,55.12
13112,35,9,10,2022,1.38,44.3,2.56,33,76,112,27.5,4,178,56.84,12.5
13113,35,10,10,2022,0.75,38.76,2.27,35,74,117,44.52,5,157,42.2,65.26
13114,35,11,10,2022,1.23,39.84,2.38,34,72,112,55.31,6,84,54.12,76.48
13115,35,12,10,2022,1.93,30.43,2.07,35,69,110,13.86,8,78,20.75,50.5
13116,35,13,10,2022,1.38,33.53,2.83,35,65,110,49.25,4,88,20.75,62.19
13117,35,14,10,2022,1.75,38.24,2.36,35,63,120,26.95,6,163,43.45,67.6
13118,35,15,10,2022,1.75,35.45,1.65,36,68,125,23.66,8,163,10.6,72.1
13119,35,16,10,2022,1.75,40.67,1.03,35,69,110,23.66,6,88,46.55,71.4
13120,35,17,10,2022,1.75,42.21,1.01,35,64,112,35.63,7,55,39.58,76.17
13121,35,18,10,2022,0.8,52.95,2.01,36,56,125,44.33,8,116,64.74,79.66
13122,35,19,10,2022,0.73,46.52,2.27,36,57,110,46.19,4,120,65.99,79.65
13123,35,20,10,2022,0.68,47.14,2.38,36,52,112,44.82,6,91,54.81,68
13124,35,21,10,2022,0.93,53.74,1.59,36,53,117,40.78,4,120,66.01,82.02
13125,35,22,10,2022,1.09,51.17,1.86,36,56,110,37.46,7,113,63.92,86.43
13126,35,23,10,2022,1.1,30.2,2.06,36,57,110,20.1,5,57,10.21,14.5
13127,35,24,10,2022,0.89,46.18,2.91,36,54,92,56.81,6,55,37.07,48.41
13128,35,25,10,2022,0.88,45.21,2.04,35,51,89,49.51,4,65,36.07,35.61
13129,35,26,10,2022,0.68,63.72,2.01,36,53,96,81.38,7,113,32.97,49.62
13130,35,27,10,2022,0.95,53.52,2.06,36,51,108,39.7,8,169,80.75,97.57
13131,35,28,10,2022,1.64,73.78,1.39,35,52,110,31.73,6,119,47.76,128.36
13132,35,29,10,2022,1.57,69.98,2.37,36,56,112,28.17,4,113,44.48,119.36
13133,35,30,10,2022,1.52,77.47,2.17,37,54,117,24.83,6,125,56.07,137
13134,35,31,10,2022,1.7,82.57,1.19,35,53,120,23.72,5,196,88.92,176.24
13135,35,1,11,2022,1.7,82.57,1.63,35,49,125,23.72,6,196,88.92,134.2
13136,35,2,11,2022,1.08,47.06,1.28,35,48,110,46.84,8,88,47.08,88.65
13137,35,3,11,2022,1.01,50.49,2.17,35,46,112,40.95,5,63,20.35,60.36
13138,35,4,11,2022,1.22,55.78,2.16,36,52,117,31.33,4,78,29.95,77.92
13139,35,5,11,2022,1.36,46.39,2.18,37,53,110,27.5,7,76,36.17,76.41
13140,35,6,11,2022,1.4,50.28,2.14,37,54,110,28.31,6,96,40.3,96.44
13141,35,7,11,2022,0.84,46.52,1.65,35,78,85,32.2,6,76,37.2,76.17
13142,35,8,11,2022,0.49,23.58,1.03,35,54,110,18.06,5,64,31.7,63.53
13143,35,9,11,2022,0.85,45.37,1.01,35,61,123,26.51,6,76,32.21,75.71
13144,35,10,11,2022,0.85,45.37,1.24,34,58,110,16.73,8,76,32.21,75.71
13145,35,11,11,2022,0.55,41.68,1.31,33,54,110,21.3,9,73,33.54,73.1
13146,35,12,11,2022,0.68,47.53,1.67,33,56,112,25.89,4,115,64.37,113.06
13147,35,13,11,2022,0.56,39.89,1.24,34,57,110,37.34,6,75.68,66.54,67.59
13148,35,14,11,2022,0.64,45.63,1.31,33,75,123,25.64,5,95,50.23,95.15
13149,35,15,11,2022,0.75,54.16,1.67,34,73,110,37.61,4,105,59.31,106.77
13150,35,16,11,2022,0.78,46.56,1.54,33,72,115,42.34,3,99,48,99.94
13151,35,17,11,2022,0.78,46.56,1.79,34,75,116,14.13,5,99,48,99.94
13152,35,18,11,2022,0.77,50.54,2.49,32,72,110,65.35,6,79,40.28,78.84
13153,35,19,11,2022,0.87,40.16,2.56,33,75,112,53.03,5,81,37.97,81.06
13154,35,20,11,2022,1.31,45.84,2.68,32,76,110,54.22,6,108,73.08,105.87
13155,35,21,11,2022,1.37,50.54,2.46,32,79,110,48.02,4,158,77.56,132.49
13156,35,22,11,2022,1.17,46.35,2.79,31,59,110,52.65,7,107,61.69,109.75
13157,35,23,11,2022,0.91,44.39,2.12,32,69,112,55.22,8,85,42.34,85.2
13158,35,24,11,2022,0.64,34.96,2.68,31,76,110,61.21,6,61,27.2,60.67
13159,35,25,11,2022,0.64,34.96,2.56,31,71,110,61.21,5,61,27.2,60.67
13160,35,26,11,2022,1.16,40.16,2.67,31,73,115,54.6,3,96,50.79,96.7
13161,35,27,11,2022,1.05,42.6,2.98,31,74,116,47.96,2,97,52.02,97.35
13162,35,28,11,2022,0.71,35.96,0.98,32,59,118,62.86,4,73,23.55,72.86
13163,35,29,11,2022,0.6,29.02,0.67,32,58,116,78.98,4,79,42.87,70.22
13164,35,30,11,2022,0.67,35.23,1.03,32,64,110,79.71,8,89,53.58,85.14
13165,35,1,12,2022,0.67,35.23,1.78,31,51,112,79.71,4,89,53.58,85.14
13166,35,2,12,2022,0.65,34,1.69,30,52,117,70.34,6,104,61.01,92.8
13167,35,3,12,2022,0.92,43.96,0.89,31,56,117,60.25,4,144,73.2,112.06
13168,35,4,12,2022,0.68,36.04,2.51,31,53,110,60.94,7,156,76.68,111.3
13169,35,5,12,2022,0.73,33.74,2.45,31,58,110,66.83,5,207,92.08,125.14
13170,35,6,12,2022,0.78,30.88,2.69,30,57,110,67.77,6,238,101.34,135.5
13171,35,7,12,2022,0.72,26.74,3,30,59,110,76.47,4,145,73.38,100.35
13172,35,8,12,2022,0.61,31.12,1.54,30,58,110,68.5,7,69,35.9,67.98
13173,35,9,12,2022,0.66,34.68,1.79,30,53,120,67.16,8,67,31.91,64.69
13174,35,10,12,2022,0.71,32.61,2.06,30,51,100,65.81,6,67,33,66.96
13175,35,11,12,2022,0.92,37.01,2.91,30,49,110,71.19,4,114,64.02,109.84
13176,35,12,12,2022,0.92,37.01,2.04,31,56,110,71.19,6,114,64.02,109.84
13177,35,13,12,2022,0.42,16.28,2.01,32,59,110,75.17,4,75,37.27,64.27
13178,35,14,12,2022,0.61,20.38,2.27,32,58,110,68.67,7,69,23.71,32.58
13179,35,15,12,2022,0.65,25.8,2.38,31,56,110,63.12,5,63,24.04,50.6
13180,35,16,12,2022,0.54,26.74,2.07,32,53,115,57.27,6,58,27.89,54.59
13181,35,17,12,2022,0.55,29.45,1.54,33,50,116,52.16,4,58,27.64,58.08
13182,35,18,12,2022,0.71,29.45,1.79,34,49,118,59.07,7,63,28.45,62.34
13183,35,19,12,2022,0.86,30,1.65,33,52,116,59.47,8,65,31.92,65.02
13184,35,20,12,2022,0.59,11.84,2.45,32,56,123,62.63,6,63,26.18,51.04
13185,35,21,12,2022,0.82,23.69,2.69,32,57,117,66.51,8,68,29.82,67.78
13186,35,22,12,2022,0.82,23.69,2.91,32,54,120,66.51,7,68,29.82,67.78
13187,35,23,12,2022,0.49,23.5,2.04,30,58,125,75.56,5,76,29.3,63.16
13188,35,24,12,2022,0.82,42.43,2.01,27,59,110,58.13,6,110,57.62,114.57
13189,35,25,12,2022,0.63,35.92,2.06,27,57,112,69.69,4,105,57.38,107.42
13190,35,26,12,2022,0.54,32.46,2.91,26,72,117,71.11,6,83,42.85,83.35
13191,35,27,12,2022,0.85,44.79,2.36,27,75,116,64.63,7,107,55.15,109.76
13192,35,28,12,2022,0.75,37.96,1.65,28,72,110,60.01,8,85,39.49,85.08
13193,35,29,12,2022,1.75,37.96,1.03,28,76,110,60.01,4,85,39.49,85.08
13194,35,30,12,2022,0.64,38.39,1.01,31,79,112,43.47,5,66,33.73,66
13195,35,31,12,2022,0.49,26.74,1.24,30,59,117,53.91,6,80,44.91,80.43
13196,35,1,1,2023,0.85,41.12,1.48,28,61,92,57.74,5,69,52.9,103.07
13197,35,2,1,2023,0.72,31.82,1.64,27,59,89,86.95,6,69,52.91,101.43
13198,35,3,1,2023,0.72,31.82,1.26,27,58,96,86.95,4,67,52.91,101.43
13199,35,4,1,2023,0.35,26.23,1.73,26,54,108,79.41,7,49,45.23,84.59
13200,35,5,1,2023,0.64,38.39,1.86,24,56,116,43.47,8,49,33.73,66
13201,35,6,1,2023,0.95,34.59,1.69,24,59,114,69.05,6,70,35.11,77.5
13202,35,7,1,2023,1.43,66.24,0.67,26,57,127,54.54,5,72,94.43,158.57
13203,35,8,1,2023,1.11,30.39,0.59,28,51,112,59.09,3,54,72.14,118.2
13204,35,9,1,2023,0.45,25.65,0.97,31,52,117,59.09,2,212,44.52,85.52
13205,35,10,1,2023,1.45,39.56,1.97,30,56,120,48.51,7,223,87.82,143.58
13206,35,11,1,2023,1.45,39.56,1.86,30,54,125,55.05,4,223,90.6,147.22
13207,35,12,1,2023,0.58,21.13,2.06,31,65,96,41.97,6,229,73.36,131.8
13208,35,13,1,2023,0.5,16.32,2.91,29,76,108,55.79,5,227,44.55,70.21
13209,35,14,1,2023,0.62,22.9,2.04,25,72,116,64.1,6,243,66.61,113.05
13210,35,15,1,2023,0.62,22.9,2.01,25,73,114,64.1,8,57,66.61,113.05
13211,35,16,1,2023,0.88,40.95,2.27,25,75,110,65.92,7,55,52.71,114.81
13212,35,17,1,2023,0.88,40.95,24.1,1.76,83.41,112,65.92,7,110,52.71,114.81
13213,35,18,1,2023,0.72,30.82,28.11,26,99.71,116,79.78,8,89,44.86,89.26
13214,35,19,1,2023,0.85,37.6,2.56,31,54,110,82.81,8,101,52.12,100.94
13215,35,20,1,2023,0.55,36.85,2.96,25,51,110,80.8,5,112,63.44,105.01
13216,35,21,1,2023,0.6,35.51,2.71,25,52,110,69.75,6,176,82.75,121.26
13217,35,22,1,2023,0.53,34.93,3.48,4.99,87.39,117,69.18,8,123,66.97,101.43
13218,35,23,1,2023,0.66,39.24,2.04,31,55,112,64.47,3,172,111.6,153.82
13219,35,24,1,2023,0.7,39.91,1.79,34,76,110,60.58,4,333,162.94,217.15
13220,35,25,1,2023,0.66,30.07,2.56,33,74,120,58.25,6,288,134.52,196.9
13221,35,26,1,2023,0.61,27.19,2.87,34,72,125,63.74,8,95,68.22,89.26
13222,35,27,1,2023,0.53,33.44,2.59,32,69,110,64.49,6,120,65.98,107.14
13223,35,28,1,2023,0.4,26.48,2.49,33,65,112,73.13,7,182,84.62,118.37
13224,35,29,1,2023,0.66,39.24,2.16,32,63,168,64.47,8,172,111.6,153.82
13225,35,30,1,2023,0.67,27.83,2.12,32,68,112,46.74,7,125,52.8,101.02
13226,35,31,1,2023,0.42,26.63,2.68,31,51,110,53.44,6,166,79.97,112.3
13227,35,1,2,2023,0.66,25.39,2.56,32,56,125,68.59,5,73,39.85,72.75
13228,35,2,2,2023,1.03,30.32,2.67,31,57,110,69.42,4,85,38.45,84.8
13229,35,3,2,2023,0.9,28.55,2.01,34,58,110,67.12,7,79,37.58,79.42
13230,35,4,2,2023,1.2,41.57,2.27,35,59,110,52.26,8,107,50.01,109.88
13231,35,5,2,2023,1.2,41.57,2.38,35,59,110,52.26,4,107,50.01,109.88
13232,35,6,2,2023,1.05,47.74,2.07,35,65,110,21.28,5,102,92.35,150.57
13233,35,7,2,2023,0.82,29.05,2.83,36,78,112,41.03,6,117,64.07,124.31
13234,35,8,2,2023,0.82,29.05,2.36,35,59,117,41.03,5,117,64.07,124.31
13235,35,9,2,2023,1.31,56.28,1.65,35,68,110,56.95,7,119,51.75,128.08
13236,35,10,2,2023,1,36.86,1.78,36,63,110,39.26,4,172,81.57,157.45
13237,35,11,2,2023,1.05,47.74,1.69,36,65,110,21.28,5,102,92.35,150.57
13238,35,12,2,2023,0.6,24.97,0.89,36,63,110,47.53,7,104,46.9,105.59
13239,35,13,2,2023,0.95,35,2.51,36,60,112,65.85,4,102,52.2,94.75
13240,35,14,2,2023,1.21,47.2,2.06,30,48,110,50.14,4,118,52.5,125.91
13241,35,15,2,2023,1.17,41.87,2.91,30,51,112,50.43,5,115,50.87,121.98
13242,35,16,2,2023,0.9,36.3,2.04,30,52,110,53.58,8,109,54.2,68.2
13243,35,17,2,2023,1.4,38.41,2.01,30,56,110,44.54,7,133,59.81,149.52
13244,35,18,2,2023,1.48,43.17,2.91,31,68,115,52.75,6,123,54.2,133.45
13245,35,19,2,2023,0.66,39.24,2.04,32,69,116,64.47,4,172,111.6,140.2
13246,35,20,2,2023,1.33,36.19,2.01,32,63,118,48.2,5,133,55.27,149.18
13247,35,21,2,2023,1.33,36.19,2.27,31,67,116,48.2,6,133,65.08,114.74
13248,35,22,2,2023,1.11,30.75,2.38,32,64,110,39.75,4,170,81.05,139.12
13249,35,23,2,2023,0.99,35.28,2.07,33,68,112,43.45,2,107,46.8,109.91
13250,35,24,2,2023,0.99,30.5,1.67,34,62,117,43.45,5,108,49.35,102.34
13251,35,25,2,2023,1.15,32.84,1.54,33,59,117,59.64,4,108,42.99,111.04
13252,35,26,2,2023,1.04,28.81,1.79,32,57,110,47.43,4,117,54.32,125.22
13253,35,27,2,2023,1.04,26.7,1.65,32,56,110,53.61,2,98,39.75,98.58
13254,35,28,2,2023,0.73,20.85,2.56,32,51,110,65.08,7,66,27.61,66.11
13255,35,1,3,2023,0.73,20.85,1.33,33,58,116,65.08,8,66,25.8,66.11
13256,35,2,3,2023,0.85,30.65,1.98,33,68,113,52.24,7,106,46.12,108.76
13257,35,3,3,2023,1.05,38.37,2.02,36,66,115,45.74,8,108,43.58,110.85
13258,35,4,3,2023,0.87,31.28,2.45,37,61,110,50.53,6,96,44.91,96.13
13259,35,5,3,2023,1.06,28.11,1.89,38,62,111,58.93,7,96,42.36,82.75
13260,35,6,3,2023,0.85,29.17,1.99,37,58,112,68.16,8,78,33.21,77.93
13261,35,7,3,2023,0.54,27.29,1.23,36,60,110,68.02,7,99,55.78,98.98
13262,35,8,3,2023,0.77,30.92,1.54,35,59,113,51.49,8,74,38.94,73.73
13263,35,9,3,2023,0.36,20.64,1.76,36,65,115,55.56,5,67,35.59,67.11
13264,35,10,3,2023,0.89,30.67,2.56,34,79,105,51.59,6,103,49.51,95.63
13265,35,11,3,2023,0.88,27.32,2.68,32,59,106,61.43,6,75,51.2,75.04
13266,35,12,3,2023,1.11,30.45,2.04,33,52,117,62.96,3,109,54.2,98.28
13267,35,13,3,2023,1.11,30.45,2.01,32,56,110,62.96,6,109,36.08,112.66
13268,35,14,3,2023,0.87,44.85,2.27,32,54,110,59.96,5,88,41.2,88.56
13269,35,15,3,2023,0.99,35.28,2.38,31,53,112,43.45,4,132,46.8,109.91
13270,35,16,3,2023,0.55,32.14,2.07,32,49,117,70.77,2,90,45.55,90.09
13271,35,17,3,2023,0.55,27.96,2.83,31,48,117,70.77,7,90,45.55,90.09
13272,35,18,3,2023,0.31,24.09,2.36,31,46,110,66.69,8,83,44.43,88.67
13273,35,19,3,2023,0.41,24.09,1.65,31,52,110,66.69,2,74,44.43,68.31
13274,35,20,3,2023,0.94,59.78,1.03,31,53,110,25.78,5,84,50.45,63.43
13275,35,21,3,2023,0.42,39.42,1.01,32,54,110,36.04,6,139,71.62,107.5
13276,35,22,3,2023,1.1,37.9,1.24,32,56,110,44.92,4,83,65.2,83.38
13277,35,23,3,2023,0.31,35.28,2.55,35,58,112,44.53,6,58,38.2,48.28
13278,35,24,3,2023,0.92,29.87,1.58,37,52,110,50.89,5,59,48.2,54.62
13279,35,25,3,2023,0.28,14.51,3.58,32,47,110,50.89,8,59,28.73,59.13
13280,35,26,3,2023,0.9,27.2,3.87,35,49,115,56.83,9,84,48.2,78.65
13281,35,27,3,2023,0.51,32.28,4.01,36,51,114,60.43,5,118,56.73,106.64
13282,35,28,3,2023,0.63,30.24,3.88,35,44,111,54.05,6,113,56.2,108.25
13283,35,29,3,2023,0.5,25.42,2.55,36,49,110,53.3,5,98,48.95,97.28
13284,35,30,3,2023,0.9,31.6,3.74,38,51,118,36.38,8,95,43.14,94.93
13285,35,31,3,2023,0.5,37.39,4.12,37,52,115,46.31,7,83,43.99,82.35
13286,35,1,4,2023,0.5,17.39,3.87,35,48,110,46.31,9,83,33.99,83.35
13287,35,2,4,2023,0.82,28.05,2.21,33,49,117,46.19,5,102,57.18,93.45
13288,35,3,4,2023,0.82,25.05,2.08,35,55,119,46.19,4,102,37.18,93.45
13289,35,4,4,2023,0.59,32.77,1.99,37,52,120,41.33,8,75,48.97,74.82
13290,35,5,4,2023,0.58,38.4,2.28,32,49,115,43.23,9,111,59.2,103.65
13291,35,6,4,2023,0.95,28.56,3.46,35,51,110,52.12,5,95,44.84,90.2
13292,35,7,4,2023,0.91,59.39,7.86,32,55,112,33.96,8,94,47.54,82.66
13293,35,8,4,2023,0.61,69.06,9.67,32,49,111,27.19,9,86,49.29,75.78
13294,35,9,4,2023,0.98,66.11,11.69,31,45,110,30.65,5,82,56.2,58.2
13295,35,10,4,2023,0.97,63.47,2.59,33,44,113,29.97,6,79,55.91,75.94
13296,35,11,4,2023,0.93,55.57,14.25,32,48,114,34.29,7,70,56.95,66.28
13297,35,12,4,2023,1.02,50.66,25.07,31,58,110,41.28,8,94,54.2,84.28
13298,35,13,4,2023,1.25,49.38,5.14,32,55,112,29.28,9,92,53.2,73.65
13299,35,14,4,2023,0.93,48.46,4.61,30,56,111,34.21,6,91,45.65,80.2
13300,35,15,4,2023,1.08,51.81,3.75,32,52,110,37.28,7,105,59.2,99.65
13301,35,16,4,2023,0.95,58.3,5.45,33,51,116,33.55,8,93,54.14,83.13
13302,35,17,4,2023,0.95,58.3,3.25,32,49,115,33.55,8,93,54.2,91.28
13303,35,18,4,2023,0.58,57.09,1.76,33,50,110,36.65,9,91,54.28,85.65
13304,35,19,4,2023,0.76,63.25,1.12,30,47,113,35.65,7,79,55.53,67.13
13305,35,20,4,2023,0.95,51.98,2.12,31,53,114,29.09,8,95,53.21,83.2
13306,35,21,4,2023,0.66,29.39,1.28,32,55,110,31.11,7,107,54.59,101.08
13307,35,22,4,2023,0.54,38.93,2.56,31,49,112,50.02,8,92,52.91,89.38
13308,35,23,4,2023,0.92,36.95,2.22,30,58,116,56.91,5,70,44.27,72.42
13309,35,24,4,2023,0.92,33.82,1.58,33,51,110,62.82,6,88,50.28,77.73
13310,35,25,4,2023,0.84,31.58,2.01,31,48,109,67.32,7,102,55.34,84.2
13311,35,26,4,2023,0.67,32.75,2.79,33,57,110,42.28,5,96,50.8,91.8
13312,35,27,4,2023,0.66,29.39,2.12,34,53,115,31.11,6,107,54.59,101.08
13313,35,28,4,2023,0.82,38.45,2.06,33,54,116,42.66,4,106,53.61,102.2
13314,35,29,4,2023,0.92,33.82,2.83,34,57,118,62.82,7,88,50.28,77.73
13315,35,30,4,2023,0.67,32.75,2.36,33,51,120,42.28,5,96,50.8,91.8
13316,35,1,5,2023,0.82,38.45,1.65,34,52,125,42.66,4,106,53.61,102.2
13317,35,2,5,2023,0.89,39.08,1.03,32,56,110,46.25,6,101,58.2,98.28
13318,35,3,5,2023,0.39,19.08,1.01,33,53,112,46.25,4,161,78.39,106.91
13319,35,4,5,2023,0.67,32.75,1.24,32,58,168,42.28,6,96,50.8,91.8
13320,35,5,5,2023,0.67,32.75,1.31,32,57,112,42.28,5,96,50.8,91.8
13321,35,6,5,2023,0.28,14.51,1.67,31,59,110,50.89,7,59,28.73,59.13
13322,35,7,5,2023,0.49,20.19,1.24,32,58,110,54.85,6,82,16.67,57.61
13323,35,8,5,2023,0.39,19.08,1.31,31,53,110,46.25,5,161,78.39,106.91
13324,35,9,5,2023,0.5,37.44,1.67,31,51,112,27.11,4,105,55.49,84.33
13325,35,10,5,2023,0.5,17.44,1.54,31,49,110,27.11,8,115,25.49,84.33
13326,35,11,5,2023,0.76,27.17,1.79,31,56,110,38.22,7,118,32.04,96.93
13327,35,12,5,2023,0.97,26.55,2.31,32,59,112,45.15,6,118,41.96,105.98
13328,35,13,5,2023,1.1,28.3,2.68,32,54,92,33.79,8,129,34.45,105.12
13329,35,14,5,2023,0.67,32.75,1.48,33,51,89,42.28,4,96,50.8,91.8
13330,35,15,5,2023,0.31,14.4,1.64,32,56,96,35.53,5,84,11.76,42.71
13331,35,16,5,2023,0.95,39.07,1.79,29,57,110,36.89,8,106,52.2,92.54
13332,35,17,5,2023,0.5,37.39,2.56,31,53,115,46.31,7,83,43.99,82.35
13333,35,18,5,2023,1.11,30.45,2.87,33,58,112,62.96,5,108,54.2,98.28
13334,35,19,5,2023,0.98,34.51,2.59,33,51,117,50.89,6,96,58.73,78.32
13335,35,20,5,2023,0.82,38.45,2.49,34,54,120,42.66,4,107,55.16,102.2
13336,35,21,5,2023,0.28,14.51,2.16,33,53,110,50.89,6,59,28.73,59.13
13337,35,22,5,2023,0.75,30.77,2.12,33,52,110,48.55,9,101,55.12,70.12
13338,35,23,5,2023,0.75,30.77,2.68,34,56,116,48.55,4,101,55.12,70.12
13339,35,24,5,2023,0.98,35.15,2.56,33,55,123,35.55,6,110,56.52,77.15
13340,35,25,5,2023,1.1,37.9,2.38,35,54,116,44.92,8,84,65.2,83.38
13341,35,26,5,2023,0.55,34.55,2.07,35,57,113,32.15,5,115,54.15,78.18
13342,35,27,5,2023,0.89,39.45,2.83,31,51,114,36.78,6,120,45,110.45
13343,35,28,5,2023,0.45,36.15,2.36,34,52,90,37.45,8,118,46.58,111.88
13344,35,29,5,2023,0.85,38.99,1.65,31,56,112,37.45,5,125,52.08,120.89
13345,35,30,5,2023,0.86,34.55,2.23,30,68,110,30.45,6,130,52,110.5
13346,35,31,5,2023,1.08,51.81,1.57,29,63,109,37.28,7,105,59.2,99.65
13347,35,1,6,2023,0.565,54.85,2.9,31,59,114,51.88,4,140,59.87,141.18
13349,35,3,6,2023,1.13,33.7,1.02,31,63,112,40.56,6,59.68,45.85,25.54
13350,35,4,6,2023,1.66,38.58,1.02,32,65,111,11.09,6,83,50.21,18.21
13351,35,5,6,2023,1.98,36.12,1.2,32,76,110,25.1,5,72,42.15,47.12
13352,35,6,6,2023,1.92,46.2,1.09,35,56,116,35.42,6,98,52.38,82.28
13353,35,7,6,2023,0.68,37.62,2.03,29,57,115,22.03,8,93,55.93,81.87
